FareClass,ObservationDate,Departure_Date,ORG,Dst,Carrier,Flight_Code,Dep_time,Arr_time,Apt_Fees,Gov_Tax,Total_Price_Non_Res,Base_Fare_Non_Res,Base_Fare_Non_Res_Calc,Airport_Fees_Res,Gov_Tax_Res,Total_Price_Res,Base_Fare_Res,Base_Fare_Res_Calc,Discount_Value,Discount_Value_Calc,Security,Security Tax,Currency
Optimal, 06/01/2019, 15/01/2019, LPA, SVQ, IB, 5467, 06:00, 09:15, 9.21, , 26.0, 16.75, , 9.21, , 15, , 6.5, 19.5, , 2.98, 0.52, €
Flexible, 06/01/2019, 15/01/2019, LPA, SVQ, IB, 5467, 06:00, 09:15, 9.21, , 133.0, 123.50, , 9.21, , 42, , 33.25, 99.75, , 2.98, 0.52, €
Basic, 06/01/2019, 15/01/2019, MAD, ACE, IB, 3856, 11:25, 13:00, 19.43, , 36.0, 16.75, , 19.43, , 28, , 9.0, 27.0, , 3.50, 0.61, €
Flexible, 06/01/2019, 15/01/2019, MAD, ACE, IB, 3856, 11:25, 13:00, 19.43, , 111.0, 91.50, , 19.43, , 47, , 27.75, 83.25, , 3.50, 0.61, €
Business Flexible, 06/01/2019, 15/01/2019, MAD, ACE, IB, 3856, 11:25, 13:00, 19.43, , 128.0, 109.00, , 19.43, , 51, , 32.0, 96.0, , 3.50, 0.61, €
Basic, 06/01/2019, 15/01/2019, MAD, FUE, IB, 3906, 11:30, 13:10, 19.43, , 52.0, 32.75, , 19.43, , 32, , 13.0, 39.0, , 3.50, 0.61, €
Optimal, 06/01/2019, 15/01/2019, MAD, FUE, IB, 3906, 11:30, 13:10, 19.43, , 56.0, 36.50, , 19.43, , 33, , 14.0, 42.0, , 3.50, 0.61, €
Flexible, 06/01/2019, 15/01/2019, MAD, FUE, IB, 3906, 11:30, 13:10, 19.43, , 111.0, 91.50, , 19.43, , 47, , 27.75, 83.25, , 3.50, 0.61, €
None, 06/01/2019, 15/01/2019, MAD, FUE, IB, 3906, 11:30, 13:10, 19.43, , 128.0, 109.00, , 19.43, , 51, , 32.0, 96.0, , 3.50, 0.61, €
Basic, 06/01/2019, 15/01/2019, MAD, IBZ, IB, 8910, 12:35, 13:45, 20.32, , 70.0, 50.00, , 20.32, , 37, , 17.5, 52.5, , 3.66, 0.64, €
Optimal, 06/01/2019, 15/01/2019, MAD, IBZ, IB, 8910, 12:35, 13:45, 20.32, , 85.0, 65.00, , 20.32, , 41, , 21.25, 63.75, , 3.66, 0.64, €
Flexible, 06/01/2019, 15/01/2019, MAD, IBZ, IB, 8910, 12:35, 13:45, 20.32, , 249.0, 229.00, , 20.32, , 82, , 62.25, 186.75, , 3.66, 0.64, €
Business Flexible, 06/01/2019, 15/01/2019, MAD, IBZ, IB, 8910, 12:35, 13:45, 20.32, , 383.0, 363.00, , 20.32, , 116, , 95.75, 287.25, , 3.66, 0.64, €
None, 06/01/2019, 15/01/2019, MAD, IBZ, IB, 8910, 12:35, 13:45, 20.32, , 462.0, 442.00, , 20.32, , 135, , 115.5, 346.5, , 3.66, 0.64, €
Basic, 06/01/2019, 15/01/2019, MAD, LPA, IB, 3826, 08:40, 10:35, 19.43, , 43.0, 24.00, , 19.43, , 30, , 10.75, 32.25, , 3.50, 0.61, €
Optimal, 06/01/2019, 15/01/2019, MAD, LPA, IB, 3826, 08:40, 10:35, 19.43, , 48.0, 29.00, , 19.43, , 31, , 12.0, 36.0, , 3.50, 0.61, €
Flexible, 06/01/2019, 15/01/2019, MAD, LPA, IB, 3826, 08:40, 10:35, 19.43, , 88.0, 68.25, , 19.43, , 41, , 22.0, 66.0, , 3.50, 0.61, €
Business Flexible, 06/01/2019, 15/01/2019, MAD, LPA, IB, 3826, 08:40, 10:35, 19.43, , 137.0, 117.75, , 19.43, , 53, , 34.25, 102.75, , 3.50, 0.61, €
Basic, 06/01/2019, 15/01/2019, MAD, LPA, IB, 3822, 11:25, 13:20, 19.43, , 43.0, 24.00, , 19.43, , 30, , 10.75, 32.25, , 3.50, 0.61, €
Optimal, 06/01/2019, 15/01/2019, MAD, LPA, IB, 3822, 11:25, 13:20, 19.43, , 48.0, 29.00, , 19.43, , 31, , 12.0, 36.0, , 3.50, 0.61, €
Flexible, 06/01/2019, 15/01/2019, MAD, LPA, IB, 3822, 11:25, 13:20, 19.43, , 88.0, 68.25, , 19.43, , 41, , 22.0, 66.0, , 3.50, 0.61, €
